transaction_id,card_id,merchant_id,amount,currency,country,mcc,device_id,ip_address,timestamp
tx_28,card_24,m_161,93.00,USD,TR,5411,d_126,10.0.28.222,2026-04-12T07:38:54.920962+00:00
tx_29,card_18,m_96,34.90,USD,KZ,5812,d_426,10.0.250.115,2026-04-12T07:39:04.920971+00:00
tx_30,card_12,m_281,162.14,USD,DE,5999,d_226,10.0.180.44,2026-04-12T07:39:14.920980+00:00
tx_31,card_28,m_202,28.43,USD,DE,5411,d_54,10.0.133.230,2026-04-12T07:39:24.920989+00:00
tx_32,card_24,m_300,41.01,USD,TR,5411,d_290,10.0.142.61,2026-04-12T07:39:34.920997+00:00
tx_33,card_17,m_94,178.74,USD,TR,5999,d_437,10.0.36.231,2026-04-12T07:39:44.921007+00:00
tx_34,card_28,m_153,3577.55,USD,BR,7995,d_451,10.0.110.242,2026-04-12T07:39:54.921016+00:00
tx_35,card_1,m_14,133.95,USD,TR,5812,d_412,10.0.221.5,2026-04-12T07:40:04.921025+00:00
tx_36,card_24,m_295,159.59,USD,TR,5999,d_309,10.0.95.19,2026-04-12T07:40:14.921034+00:00
tx_37,card_24,m_178,163.82,USD,KZ,5999,d_310,10.0.218.144,2026-04-12T07:40:24.921043+00:00
tx_38,card_17,m_112,145.06,USD,US,5812,d_273,10.0.184.77,2026-04-12T07:40:34.921052+00:00
tx_39,card_10,m_154,51.84,USD,US,5732,d_119,10.0.9.197,2026-04-12T07:40:44.921061+00:00
tx_40,card_13,m_196,29.80,USD,US,5411,d_289,10.0.63.66,2026-04-12T07:40:54.921070+00:00
tx_41,card_14,m_191,173.56,USD,TR,5732,d_128,10.0.121.197,2026-04-12T07:41:04.921079+00:00
tx_42,card_19,m_265,59.96,USD,DE,5812,d_163,10.0.151.52,2026-04-12T07:41:14.921088+00:00
tx_43,card_16,m_62,1023.85,USD,ID,7995,d_344,10.0.152.162,2026-04-12T07:41:24.921098+00:00
tx_44,card_10,m_91,2574.40,USD,ID,7995,d_240,10.0.213.133,2026-04-12T07:41:34.921108+00:00
tx_45,card_6,m_283,169.99,USD,TR,5812,d_357,10.0.213.61,2026-04-12T07:41:44.921117+00:00
tx_46,card_12,m_15,81.30,USD,US,5411,d_157,10.0.157.206,2026-04-12T07:41:54.921126+00:00
tx_47,card_2,m_174,61.37,USD,KZ,5999,d_80,10.0.163.109,2026-04-12T07:42:04.921135+00:00
tx_48,card_22,m_120,64.96,USD,US,5732,d_294,10.0.24.114,2026-04-12T07:42:14.921144+00:00
tx_49,card_14,m_206,133.76,USD,TR,5411,d_256,10.0.232.240,2026-04-12T07:42:24.921152+00:00
tx_50,card_22,m_89,14.34,USD,KZ,5812,d_431,10.0.164.251,2026-04-12T07:42:34.921161+00:00
tx_51,card_23,m_13,94.87,USD,US,5812,d_97,10.0.139.218,2026-04-12T07:42:44.921170+00:00
tx_52,card_27,m_79,25.37,USD,DE,5732,d_455,10.0.139.177,2026-04-12T07:42:54.921182+00:00
tx_53,card_6,m_253,42.77,USD,TR,5999,d_327,10.0.211.3,2026-04-12T07:43:04.921191+00:00
tx_54,card_18,m_245,52.99,USD,KZ,5732,d_399,10.0.247.56,2026-04-12T07:43:14.921200+00:00
tx_55,card_27,m_214,170.04,USD,US,5999,d_381,10.0.53.227,2026-04-12T07:43:24.921209+00:00
tx_56,card_5,m_221,32.55,USD,US,5732,d_266,10.0.129.51,2026-04-12T07:43:34.921217+00:00
tx_57,card_16,m_265,14.07,USD,TR,5999,d_259,10.0.200.158,2026-04-12T07:43:44.921226+00:00
tx_58,card_25,m_176,1215.67,USD,ID,7995,d_155,10.0.244.17,2026-04-12T07:43:54.921236+00:00
tx_59,card_12,m_180,2549.72,USD,ID,5411,d_338,10.0.122.136,2026-04-12T07:44:04.921246+00:00
tx_60,card_25,m_130,63.62,USD,KZ,5732,d_319,10.0.93.249,2026-04-12T07:44:14.921255+00:00
tx_61,card_11,m_63,53.94,USD,TR,5732,d_47,10.0.190.16,2026-04-12T07:44:24.921264+00:00
tx_62,card_11,m_231,132.56,USD,US,5812,d_495,10.0.231.159,2026-04-12T07:44:34.921272+00:00
tx_63,card_11,m_92,109.30,USD,TR,5732,d_27,10.0.197.157,2026-04-12T07:44:44.921281+00:00
tx_64,card_25,m_229,119.20,USD,DE,5812,d_5,10.0.211.224,2026-04-12T07:44:54.921290+00:00
tx_65,card_2,m_239,3074.77,USD,BR,5411,d_74,10.0.157.173,2026-04-12T07:45:04.921300+00:00
tx_66,card_23,m_227,933.99,USD,VN,5812,d_115,10.0.143.3,2026-04-12T07:45:14.921310+00:00
tx_67,card_30,m_238,26.80,USD,KZ,5812,d_225,10.0.94.167,2026-04-12T07:45:24.921319+00:00
tx_68,card_26,m_41,3160.84,USD,BR,5732,d_220,10.0.54.178,2026-04-12T07:45:34.921329+00:00
tx_69,card_6,m_172,100.80,USD,US,5812,d_472,10.0.86.139,2026-04-12T07:45:44.921337+00:00
tx_70,card_10,m_259,154.76,USD,US,5999,d_440,10.0.43.81,2026-04-12T07:45:54.921346+00:00
tx_71,card_2,m_106,1697.18,USD,ID,7995,d_433,10.0.252.209,2026-04-12T07:46:04.921358+00:00
tx_72,card_21,m_206,966.71,USD,BR,5999,d_290,10.0.203.37,2026-04-12T07:46:14.921368+00:00
tx_73,card_26,m_277,129.79,USD,KZ,5812,d_348,10.0.3.249,2026-04-12T07:46:24.921377+00:00
tx_74,card_28,m_101,78.56,USD,US,5812,d_44,10.0.142.154,2026-04-12T07:46:34.921386+00:00
tx_75,card_4,m_140,2119.28,USD,BR,7995,d_435,10.0.12.182,2026-04-12T07:46:44.921396+00:00
tx_76,card_7,m_97,41.54,USD,DE,5812,d_78,10.0.184.246,2026-04-12T07:46:54.921404+00:00
tx_77,card_26,m_282,17.61,USD,KZ,5999,d_364,10.0.73.81,2026-04-12T07:47:04.921414+00:00
tx_78,card_15,m_172,63.50,USD,US,5732,d_98,10.0.103.83,2026-04-12T07:47:14.921423+00:00
tx_79,card_6,m_254,126.26,USD,TR,5812,d_450,10.0.124.236,2026-04-12T07:47:24.921433+00:00
tx_80,card_23,m_195,123.65,USD,TR,5411,d_176,10.0.103.104,2026-04-12T07:47:34.921444+00:00
tx_81,card_20,m_178,167.00,USD,KZ,5411,d_339,10.0.52.155,2026-04-12T07:47:44.921453+00:00
tx_82,card_23,m_192,178.73,USD,TR,5732,d_327,10.0.176.249,2026-04-12T07:47:54.921462+00:00
tx_83,card_26,m_194,1809.33,USD,ID,7995,d_246,10.0.164.253,2026-04-12T07:48:04.921472+00:00
tx_84,card_9,m_252,48.05,USD,DE,5411,d_252,10.0.132.193,2026-04-12T07:48:14.921481+00:00
tx_85,card_21,m_233,2680.45,USD,ID,7995,d_18,10.0.53.228,2026-04-12T07:48:24.921490+00:00
tx_86,card_1,m_265,1639.43,USD,ID,5732,d_123,10.0.132.136,2026-04-12T07:48:34.921500+00:00
tx_87,card_21,m_185,96.38,USD,KZ,5999,d_54,10.0.205.195,2026-04-12T07:48:44.921509+00:00
tx_88,card_11,m_37,148.29,USD,KZ,5411,d_460,10.0.87.239,2026-04-12T07:48:54.921518+00:00
tx_89,card_5,m_158,1514.71,USD,VN,5999,d_88,10.0.63.194,2026-04-12T07:49:04.921528+00:00
tx_90,card_3,m_257,3761.90,USD,BR,7995,d_153,10.0.87.81,2026-04-12T07:49:14.921537+00:00
tx_91,card_26,m_47,173.79,USD,TR,5812,d_360,10.0.224.247,2026-04-12T07:49:24.921621+00:00
tx_92,card_22,m_214,3126.39,USD,BR,7995,d_143,10.0.42.105,2026-04-12T07:49:34.921638+00:00
tx_93,card_13,m_275,173.31,USD,TR,5732,d_65,10.0.67.79,2026-04-12T07:49:44.921651+00:00
tx_94,card_8,m_208,3993.61,USD,ID,7995,d_484,10.0.121.49,2026-04-12T07:49:54.921665+00:00
tx_95,card_18,m_117,140.34,USD,KZ,5999,d_293,10.0.234.164,2026-04-12T07:50:04.921678+00:00
tx_96,card_18,m_258,165.93,USD,US,5732,d_198,10.0.82.241,2026-04-12T07:50:14.921692+00:00
tx_97,card_9,m_266,111.93,USD,KZ,5812,d_199,10.0.203.231,2026-04-12T07:50:24.921702+00:00
tx_98,card_15,m_155,1442.13,USD,VN,7995,d_363,10.0.24.37,2026-04-12T07:50:34.921712+00:00
tx_99,card_1,m_273,176.69,USD,TR,5999,d_440,10.0.12.72,2026-04-12T07:50:44.921721+00:00
tx_100,card_10,m_64,104.36,USD,TR,5732,d_135,10.0.50.238,2026-04-12T07:50:54.921730+00:00
tx_101,card_19,m_113,2575.65,USD,ID,5411,d_470,10.0.121.10,2026-04-12T07:51:04.921740+00:00
tx_102,card_16,m_277,88.63,USD,DE,5411,d_118,10.0.94.142,2026-04-12T07:51:14.921749+00:00
tx_103,card_21,m_225,143.40,USD,TR,5411,d_164,10.0.246.65,2026-04-12T07:51:24.921758+00:00
tx_104,card_4,m_103,82.59,USD,US,5999,d_63,10.0.93.218,2026-04-12T07:51:34.921767+00:00
tx_105,card_22,m_26,103.06,USD,TR,5411,d_109,10.0.57.106,2026-04-12T07:51:44.921776+00:00
tx_106,card_7,m_165,132.98,USD,US,5411,d_139,10.0.171.219,2026-04-12T07:51:54.921785+00:00
tx_107,card_18,m_232,79.05,USD,KZ,5812,d_358,10.0.210.95,2026-04-12T07:52:04.921794+00:00
tx_108,card_19,m_207,128.80,USD,TR,5732,d_299,10.0.235.231,2026-04-12T07:52:14.921803+00:00
tx_109,card_15,m_145,10.49,USD,DE,5812,d_216,10.0.52.83,2026-04-12T07:52:24.921812+00:00
tx_110,card_22,m_40,1491.24,USD,VN,7995,d_334,10.0.158.14,2026-04-12T07:52:34.921822+00:00
tx_111,card_26,m_115,113.23,USD,KZ,5732,d_493,10.0.76.229,2026-04-12T07:52:44.921831+00:00
tx_112,card_17,m_29,169.81,USD,US,5732,d_218,10.0.240.181,2026-04-12T07:52:54.921840+00:00
tx_113,card_24,m_211,38.32,USD,DE,5812,d_325,10.0.174.141,2026-04-12T07:53:04.921849+00:00
tx_114,card_29,m_53,6.40,USD,TR,5411,d_308,10.0.51.36,2026-04-12T07:53:14.921858+00:00
tx_115,card_11,m_159,25.81,USD,US,5411,d_83,10.0.162.245,2026-04-12T07:53:24.921867+00:00
tx_116,card_1,m_139,53.77,USD,US,5999,d_466,10.0.206.139,2026-04-12T07:53:34.921876+00:00
tx_117,card_30,m_10,3752.67,USD,BR,5411,d_275,10.0.98.198,2026-04-12T07:53:44.921886+00:00
tx_118,card_5,m_164,13.74,USD,KZ,5999,d_153,10.0.24.148,2026-04-12T07:53:54.921895+00:00
tx_119,card_29,m_178,2661.17,USD,VN,5411,d_420,10.0.232.81,2026-04-12T07:54:04.921905+00:00
tx_120,card_5,m_82,2977.31,USD,ID,7995,d_374,10.0.136.171,2026-04-12T07:54:14.921915+00:00
tx_121,card_29,m_257,110.36,USD,KZ,5732,d_343,10.0.81.253,2026-04-12T07:54:24.921924+00:00
tx_122,card_18,m_123,3267.15,USD,VN,7995,d_50,10.0.193.33,2026-04-12T07:54:34.921934+00:00
tx_123,card_25,m_294,116.56,USD,DE,5812,d_486,10.0.122.173,2026-04-12T07:54:44.921943+00:00
tx_124,card_30,m_269,30.83,USD,US,5812,d_68,10.0.24.27,2026-04-12T07:54:54.921953+00:00
tx_125,card_5,m_47,47.89,USD,DE,5999,d_265,10.0.236.119,2026-04-12T07:55:04.921961+00:00
tx_126,card_1,m_290,80.43,USD,TR,5411,d_332,10.0.63.214,2026-04-12T07:55:14.921971+00:00
tx_127,card_26,m_115,157.85,USD,DE,5411,d_290,10.0.108.56,2026-04-12T07:55:24.921980+00:00
tx_128,card_20,m_104,163.14,USD,DE,5732,d_463,10.0.70.135,2026-04-12T07:55:34.921988+00:00
tx_129,card_24,m_296,1907.86,USD,ID,7995,d_415,10.0.168.145,2026-04-12T07:55:44.921998+00:00
tx_130,card_27,m_146,81.17,USD,US,5732,d_296,10.0.64.31,2026-04-12T07:55:54.922007+00:00
tx_131,card_1,m_262,82.79,USD,DE,5812,d_5,10.0.38.24,2026-04-12T07:56:04.922016+00:00
tx_132,card_3,m_6,29.55,USD,US,5732,d_422,10.0.48.189,2026-04-12T07:56:14.922025+00:00
tx_133,card_24,m_219,10.98,USD,TR,5999,d_179,10.0.162.177,2026-04-12T07:56:24.922034+00:00
tx_134,card_8,m_73,66.75,USD,KZ,5999,d_122,10.0.36.52,2026-04-12T07:56:34.922043+00:00
tx_135,card_25,m_43,130.79,USD,US,5812,d_104,10.0.122.178,2026-04-12T07:56:44.922056+00:00
tx_136,card_3,m_112,158.02,USD,TR,5812,d_478,10.0.87.41,2026-04-12T07:56:54.922065+00:00
tx_137,card_23,m_174,132.96,USD,US,5411,d_441,10.0.134.203,2026-04-12T07:57:04.922074+00:00
tx_138,card_30,m_256,28.34,USD,TR,5411,d_400,10.0.222.120,2026-04-12T07:57:14.922082+00:00
tx_139,card_2,m_140,120.40,USD,KZ,5812,d_387,10.0.45.94,2026-04-12T07:57:24.922091+00:00
tx_140,card_7,m_69,989.81,USD,VN,7995,d_405,10.0.160.11,2026-04-12T07:57:34.922101+00:00
tx_141,card_30,m_294,1260.64,USD,ID,5411,d_26,10.0.169.27,2026-04-12T07:57:44.922111+00:00
tx_142,card_16,m_197,2858.20,USD,BR,7995,d_497,10.0.31.61,2026-04-12T07:57:54.922120+00:00
tx_143,card_5,m_158,170.58,USD,US,5999,d_393,10.0.225.155,2026-04-12T07:58:04.922129+00:00
tx_144,card_26,m_27,112.56,USD,KZ,5812,d_395,10.0.115.232,2026-04-12T07:58:14.922138+00:00
tx_145,card_5,m_267,3841.29,USD,VN,5732,d_266,10.0.1.90,2026-04-12T07:58:24.922148+00:00
tx_146,card_13,m_13,150.74,USD,DE,5411,d_73,10.0.255.100,2026-04-12T07:58:34.922157+00:00
tx_147,card_19,m_220,1050.04,USD,VN,5999,d_395,10.0.21.135,2026-04-12T07:58:44.922166+00:00
tx_148,card_4,m_188,3606.96,USD,ID,5732,d_473,10.0.49.115,2026-04-12T07:58:54.922176+00:00
tx_149,card_18,m_48,148.59,USD,TR,5411,d_468,10.0.65.91,2026-04-12T07:59:04.922185+00:00
tx_150,card_21,m_142,106.55,USD,US,5812,d_440,10.0.45.199,2026-04-12T07:59:14.922194+00:00
tx_151,card_24,m_4,3598.12,USD,ID,5812,d_311,10.0.230.180,2026-04-12T07:59:24.922203+00:00
tx_152,card_9,m_35,127.17,USD,DE,5411,d_190,10.0.62.241,2026-04-12T07:59:34.922212+00:00
tx_153,card_15,m_173,1932.87,USD,BR,7995,d_321,10.0.204.201,2026-04-12T07:59:44.922222+00:00
tx_154,card_25,m_109,172.96,USD,DE,5999,d_421,10.0.42.186,2026-04-12T07:59:54.922231+00:00
tx_155,card_14,m_156,83.54,USD,DE,5411,d_493,10.0.116.164,2026-04-12T08:00:04.922240+00:00
tx_156,card_28,m_72,82.70,USD,TR,5732,d_275,10.0.76.111,2026-04-12T08:00:14.922249+00:00
tx_157,card_22,m_94,1076.13,USD,BR,7995,d_145,10.0.156.247,2026-04-12T08:00:24.922259+00:00
tx_158,card_11,m_232,9.53,USD,DE,5999,d_190,10.0.219.75,2026-04-12T08:00:34.922267+00:00
tx_159,card_27,m_272,2741.95,USD,ID,7995,d_407,10.0.245.223,2026-04-12T08:00:44.922277+00:00
tx_160,card_19,m_191,173.77,USD,DE,5999,d_142,10.0.161.137,2026-04-12T08:00:54.922286+00:00
tx_161,card_21,m_76,95.71,USD,TR,5732,d_130,10.0.93.217,2026-04-12T08:01:04.922295+00:00
tx_162,card_9,m_40,149.64,USD,DE,5732,d_326,10.0.213.30,2026-04-12T08:01:14.922303+00:00
tx_163,card_30,m_7,1342.93,USD,VN,5732,d_425,10.0.253.88,2026-04-12T08:01:24.922313+00:00
tx_164,card_16,m_209,13.12,USD,KZ,5999,d_45,10.0.87.146,2026-04-12T08:01:34.922321+00:00
tx_165,card_3,m_111,148.63,USD,KZ,5732,d_399,10.0.218.153,2026-04-12T08:01:44.922330+00:00
tx_166,card_10,m_237,85.06,USD,US,5732,d_414,10.0.215.64,2026-04-12T08:01:54.922339+00:00
tx_167,card_22,m_50,2952.67,USD,ID,7995,d_96,10.0.7.116,2026-04-12T08:02:04.922349+00:00
tx_168,card_29,m_210,125.21,USD,TR,5732,d_303,10.0.88.13,2026-04-12T08:02:14.922358+00:00
tx_169,card_7,m_70,112.50,USD,US,5812,d_272,10.0.39.242,2026-04-12T08:02:24.922367+00:00
tx_170,card_29,m_52,5.73,USD,US,5812,d_374,10.0.197.49,2026-04-12T08:02:34.922376+00:00
tx_171,card_26,m_296,59.87,USD,KZ,5999,d_451,10.0.195.241,2026-04-12T08:02:44.922385+00:00
tx_172,card_9,m_212,129.72,USD,KZ,5812,d_186,10.0.230.62,2026-04-12T08:02:54.922394+00:00
tx_173,card_4,m_172,18.94,USD,KZ,5732,d_175,10.0.52.71,2026-04-12T08:03:04.922402+00:00
tx_174,card_27,m_223,153.29,USD,US,5812,d_431,10.0.147.69,2026-04-12T08:03:14.922411+00:00
tx_175,card_24,m_293,164.05,USD,KZ,5732,d_19,10.0.25.180,2026-04-12T08:03:24.922420+00:00
tx_176,card_30,m_23,136.27,USD,KZ,5999,d_255,10.0.234.99,2026-04-12T08:03:34.922429+00:00
tx_177,card_21,m_297,21.37,USD,US,5999,d_211,10.0.126.62,2026-04-12T08:03:44.922437+00:00
tx_178,card_25,m_99,31.23,USD,US,5812,d_347,10.0.237.107,2026-04-12T08:03:54.922446+00:00
tx_179,card_30,m_256,76.98,USD,US,5812,d_211,10.0.9.152,2026-04-12T08:04:04.922455+00:00
tx_180,card_14,m_124,119.10,USD,KZ,5411,d_101,10.0.151.68,2026-04-12T08:04:14.922498+00:00
tx_181,card_5,m_67,6.75,USD,KZ,5732,d_142,10.0.243.73,2026-04-12T08:04:24.922513+00:00
tx_182,card_24,m_26,97.95,USD,KZ,5812,d_124,10.0.140.69,2026-04-12T08:04:34.922527+00:00
tx_183,card_12,m_44,80.63,USD,KZ,5999,d_78,10.0.60.228,2026-04-12T08:04:44.922540+00:00
tx_184,card_27,m_204,151.52,USD,KZ,5411,d_266,10.0.168.216,2026-04-12T08:04:54.922567+00:00
tx_185,card_10,m_255,65.59,USD,KZ,5999,d_391,10.0.200.210,2026-04-12T08:05:04.922579+00:00
tx_186,card_7,m_180,94.76,USD,US,5732,d_317,10.0.91.168,2026-04-12T08:05:14.922588+00:00
tx_187,card_11,m_300,165.35,USD,KZ,5411,d_40,10.0.192.87,2026-04-12T08:05:24.922597+00:00
tx_188,card_19,m_231,11.56,USD,KZ,5411,d_456,10.0.216.56,2026-04-12T08:05:34.922606+00:00
tx_189,card_28,m_109,176.88,USD,US,5411,d_185,10.0.97.159,2026-04-12T08:05:44.922615+00:00
tx_190,card_5,m_55,3068.52,USD,ID,7995,d_308,10.0.51.245,2026-04-12T08:05:54.922625+00:00
tx_191,card_25,m_82,1238.27,USD,BR,5411,d_7,10.0.26.30,2026-04-12T08:06:04.922634+00:00
tx_192,card_27,m_22,147.07,USD,TR,5999,d_350,10.0.0.9,2026-04-12T08:06:14.922643+00:00
tx_193,card_11,m_21,69.53,USD,US,5732,d_200,10.0.251.167,2026-04-12T08:06:24.922652+00:00
tx_194,card_21,m_263,50.77,USD,DE,5732,d_425,10.0.219.114,2026-04-12T08:06:34.922661+00:00
tx_195,card_30,m_65,3285.77,USD,BR,7995,d_371,10.0.220.7,2026-04-12T08:06:44.922671+00:00
tx_196,card_29,m_156,3193.24,USD,ID,7995,d_226,10.0.250.180,2026-04-12T08:06:54.922681+00:00
tx_197,card_28,m_74,148.31,USD,KZ,5812,d_16,10.0.45.39,2026-04-12T08:07:04.922690+00:00
tx_198,card_21,m_49,55.79,USD,TR,5411,d_428,10.0.99.13,2026-04-12T08:07:14.922699+00:00
tx_199,card_3,m_174,45.94,USD,US,5411,d_368,10.0.32.39,2026-04-12T08:07:24.922708+00:00
tx_200,card_7,m_7,155.42,USD,DE,5812,d_156,10.0.124.54,2026-04-12T08:07:34.922717+00:00
tx_201,card_29,m_74,129.34,USD,TR,5812,d_276,10.0.96.15,2026-04-12T08:07:44.922726+00:00
tx_202,card_25,m_101,3006.50,USD,BR,5999,d_494,10.0.194.60,2026-04-12T08:07:54.922736+00:00
tx_203,card_13,m_274,92.98,USD,KZ,5812,d_94,10.0.48.96,2026-04-12T08:08:04.922745+00:00
tx_204,card_24,m_106,115.03,USD,DE,5999,d_435,10.0.8.135,2026-04-12T08:08:14.922754+00:00
tx_205,card_11,m_197,37.53,USD,TR,5732,d_250,10.0.17.178,2026-04-12T08:08:24.922762+00:00
tx_206,card_7,m_97,64.15,USD,US,5732,d_384,10.0.123.72,2026-04-12T08:08:34.922771+00:00
tx_207,card_4,m_256,39.52,USD,TR,5411,d_114,10.0.37.109,2026-04-12T08:08:44.922780+00:00
tx_208,card_15,m_2,97.92,USD,TR,5732,d_170,10.0.81.143,2026-04-12T08:08:54.922789+00:00
tx_209,card_23,m_293,2695.69,USD,BR,7995,d_109,10.0.152.240,2026-04-12T08:09:04.922799+00:00
tx_210,card_11,m_36,38.63,USD,KZ,5999,d_473,10.0.239.68,2026-04-12T08:09:14.922807+00:00
tx_211,card_14,m_75,105.28,USD,KZ,5999,d_47,10.0.191.169,2026-04-12T08:09:24.922816+00:00
tx_212,card_30,m_28,99.35,USD,US,5999,d_199,10.0.15.133,2026-04-12T08:09:34.922825+00:00
tx_213,card_12,m_294,137.29,USD,DE,5411,d_278,10.0.231.212,2026-04-12T08:09:44.922834+00:00
tx_214,card_21,m_134,2937.70,USD,VN,5411,d_393,10.0.255.133,2026-04-12T08:09:54.922844+00:00
tx_215,card_18,m_79,9.73,USD,TR,5732,d_343,10.0.146.25,2026-04-12T08:10:04.922853+00:00
tx_216,card_30,m_105,111.23,USD,DE,5732,d_486,10.0.195.223,2026-04-12T08:10:14.922861+00:00
tx_217,card_16,m_266,155.17,USD,US,5411,d_234,10.0.24.231,2026-04-12T08:10:24.922870+00:00
tx_218,card_28,m_182,136.73,USD,US,5411,d_413,10.0.168.220,2026-04-12T08:10:34.922879+00:00
tx_219,card_3,m_239,9.02,USD,US,5732,d_428,10.0.43.214,2026-04-12T08:10:44.922888+00:00
tx_220,card_27,m_48,3182.60,USD,ID,5999,d_60,10.0.38.61,2026-04-12T08:10:54.922897+00:00
tx_221,card_30,m_71,93.24,USD,US,5812,d_219,10.0.185.12,2026-04-12T08:11:04.922906+00:00
tx_222,card_29,m_47,51.21,USD,KZ,5732,d_148,10.0.240.248,2026-04-12T08:11:14.922915+00:00
tx_223,card_6,m_265,77.53,USD,US,5411,d_379,10.0.209.138,2026-04-12T08:11:24.922924+00:00
tx_224,card_14,m_190,172.79,USD,US,5812,d_296,10.0.33.27,2026-04-12T08:11:34.922933+00:00
tx_225,card_3,m_241,70.35,USD,TR,5411,d_253,10.0.147.146,2026-04-12T08:11:44.922941+00:00
tx_226,card_11,m_8,89.85,USD,DE,5812,d_246,10.0.155.130,2026-04-12T08:11:54.922950+00:00
tx_227,card_2,m_264,5.86,USD,US,5732,d_196,10.0.86.119,2026-04-12T08:12:04.922959+00:00
tx_228,card_4,m_59,1210.33,USD,BR,5411,d_448,10.0.187.13,2026-04-12T08:12:14.922969+00:00
tx_229,card_27,m_218,62.97,USD,DE,5999,d_439,10.0.0.190,2026-04-12T08:12:24.922978+00:00
tx_230,card_23,m_166,51.85,USD,DE,5732,d_27,10.0.7.8,2026-04-12T08:12:34.922986+00:00
tx_231,card_23,m_137,98.58,USD,TR,5999,d_210,10.0.223.116,2026-04-12T08:12:44.922995+00:00
tx_232,card_19,m_113,166.87,USD,TR,5812,d_206,10.0.127.159,2026-04-12T08:12:54.923004+00:00
tx_233,card_16,m_256,48.03,USD,KZ,5411,d_161,10.0.6.251,2026-04-12T08:13:04.923013+00:00
tx_234,card_1,m_54,157.16,USD,DE,5732,d_488,10.0.154.200,2026-04-12T08:13:14.923022+00:00
tx_235,card_9,m_78,75.16,USD,US,5411,d_57,10.0.183.216,2026-04-12T08:13:24.923031+00:00
tx_236,card_30,m_68,16.22,USD,TR,5411,d_181,10.0.162.39,2026-04-12T08:13:34.923039+00:00
tx_237,card_13,m_121,1006.74,USD,ID,5411,d_125,10.0.219.15,2026-04-12T08:13:44.923050+00:00
tx_238,card_1,m_241,80.20,USD,TR,5999,d_176,10.0.121.193,2026-04-12T08:13:54.923059+00:00
tx_239,card_27,m_186,27.45,USD,KZ,5411,d_216,10.0.133.209,2026-04-12T08:14:04.923068+00:00
